全体通し番号,教科,教科での番号,試験の回数,試験の番号,大項目,中項目,問題,選択肢1,選択肢2,選択肢3,選択肢4,答え,解説
729,リハビリテーション医学,11,第32回,問題72,2 医学的リハビリテーションの概要,A. 各時期におけるリハビリテーション医療,急性期リハビリテーションチームで社会保険制度の利用調整を行うのはどれか。,1. 保健師,2. 理学療法士,3. ケアマネジャー,4. 医療ソーシャルワーカー,4,"【解説】医学的リハビリテーションは、急性期、回復期、生活期（維持期）に分けられる。**急性期リハビリテーション**は、安静による廃用症候群を予防し、早期離床を目標として、十分なリスク管理のもとに実施される。医療ソーシャルワーカー（MSW）は病院で社会保険制度の利用調整を行う。保健師は地域住民の保健指導や健康管理、乳幼児健診などに携わる。理学療法士はリハビリテーションを、ケアマネジャーは介護保険制度でのケアプランを作成する（問題5参照）。"
730,リハビリテーション医学,12,第29回,問題72,2 医学的リハビリテーションの概要,A. 各時期におけるリハビリテーション医療,回復期リハビリテーションの内容として最も適切なのはどれか。,1. 就労支援,2. 歩行能力の向上,3. 人工呼吸器の離脱,4. 意識障害の覚醒促進,2,【解説】回復期リハビリテーションでは歩行能力の向上は重要である。ほか日常活動動作訓練、摂食・嚥下訓練、排せつコントロール、言語・認知の訓練も行う。人工呼吸器の離脱、意識障害の覚醒促進は急性期リハビリテーション、就労支援は生活期（維持期）リハビリテーションに該当する。
731,リハビリテーション医学,13,第25回,問題74,2 医学的リハビリテーションの概要,B. リハビリテーション医療とチームアプローチ,リハビリテーションチームを構成するメンバーで義肢装具の処方を行う職種はどれか。,1. 医師,2. 看護師,3. 理学療法士,4. 義肢装具士,1,"【解説】リハビリテーションチームを構成するメンバーには、**1：医師**、**2：看護師**のほか、**3：理学療法士**、作業療法士、言語聴覚士、**4：義肢装具士**、医療ソーシャルワーカーなどが含まれる。各種療法や義肢装具の処方は**1：医師**が行う。"
732,リハビリテーション医学,14,第30回,問題72,2 医学的リハビリテーションの概要,B. リハビリテーション医療とチームアプローチ,リハビリテーション医療チームのうち、退院後在宅での施設利用を調整する職種はどれか。,1. 看護師,2. 作業療法士,3. 義肢装具士,4. 医療ソーシャルワーカー,4,"【解説】退院後在宅での施設利用を調整する職種は**医療ソーシャルワーカー**である。作業療法士は作業療法を、義肢装具士は装具の作成や調整を、看護師は患者の看護（訪問看護など）を行う。"
733,リハビリテーション医学,15,第31回,問題72,2 医学的リハビリテーションの概要,B. リハビリテーション医療とチームアプローチ,回復期リハビリテーション病棟で医療チームの主な構成メンバーとなるのはどれか。,1. 保健師,2. ケアマネジャー,3. 柔道整復師,4. 医療ソーシャルワーカー,4,"【解説】回復期リハビリテーション病棟では医師、看護師、理学療法士、作業療法士、言語聴覚士に加えて、患者の社会復帰促進の役割を担う**医療ソーシャルワーカー（MSW）**が主な構成メンバーになる。保健師（保健所勤務）、ケアマネジャー（介護保険で要支援、要介護認定を受けた人のケアプランを作成する）、柔道整復師はあてはまらない。"
734,リハビリテーション医学,16,第26回,問題86,2 医学的リハビリテーションの概要,C. リハビリテーション医療の進め方,医学的リハビリテーションで、在宅復帰への対応として積極的に推し進めるべきことはどれか。,1. 廃用症候群の予防,2. 障害受容への援助,3. 職業訓練,4. 麻痺の改善,2,"【解説】1：廃用症候群の予防は維持期、3：職業訓練は回復期、4：麻痺の改善は急性期に行う。在宅復帰への対応として積極的に推し進めることは、2：障害受容への援助が当てはまる。"
735,リハビリテーション医学,17,第29回,問題71,2 医学的リハビリテーションの概要,C. リハビリテーション医療の進め方,介護保険制度による在宅ケアはどれか。,1. 共同生活援助,2. 就労移行支援,3. 地域定着支援,4. 通所リハビリテーション,4,"【解説】2000年に介護保険制度が発足し、65歳以上（特定疾患は40歳以上）の国民は必要に応じて介護を保険で保障される。老人保健施設、**通所リハビリテーション**、訪問リハビリテーションが含まれる。共同生活援助は共同生活を行う住居（グループホーム）、就労移行支援は障害者総合支援法に基づくサービス、地域定着支援は精神障害者が対象。"
736,リハビリテーション医学,18,第26回,問題73,3 障害の評価,A. 心身機能・身体構造の評価,股関節の関節可動域の測定について正しいのはどれか。,1. 外転は側臥位で行う。,2. 内転は坐位で行う。,3. 屈曲は立位で行う。,4. 伸展は腹臥位で行う。,4,"【解説】股関節の関節可動域の測定について、1：外転、2：内転、3：屈曲は**仰臥位**で、4：伸展は**腹臥位**で行う。屈曲は膝関節**屈曲位**、伸展は膝関節**伸展位**で行う。"
737,リハビリテーション医学,19,第30回,問題75,3 障害の評価,A. 心身機能・身体構造の評価,スプーンを持ってスープを口に運ぶ際、前腕と手関節の運動方向の組合せで最も適切なのはどれか。,1. 前腕回外 ── 手関節屈曲,2. 前腕回外 ── 手関節伸展,3. 前腕回内 ── 手関節屈曲,4. 前腕回内 ── 手関節伸展,1,【解説】手掌を上に向ける方向が前腕回外である。スプーンにスープを入れて口に運ぶとき、前腕は回外、手関節は屈曲している。
738,リハビリテーション医学,20,第28回,問題74,3 障害の評価,A. 心身機能・身体構造の評価,徒手筋力テストで正しいのはどれか。,1. MMT1では筋収縮が全く認められない。,2. MMT2では筋収縮はみられるが関節運動は起こらない。,3. MMT3では抵抗を加えなければ重力に抗して正常可動域いっぱいに動く。,4. MMT4は筋力正常である。,3,"【解説】1：MMT0では筋収縮が全く認められない。MMT1では筋収縮は見られるが、関節運動は起こらない。2：MMT2では、重力を取り除いた状態で、関節運動が可能である。4：MMT4は筋力正常ではない。筋力正常はMMT5。3が正しい。**問題4**の解説参照。"
739,リハビリテーション医学,21,第25回,問題81,3 障害の評価,A. 心身機能・身体構造の評価,中殿筋のMMTについて正しい組合せはどれか。,1. MMT1 ── 中殿筋に筋収縮がみられる。,2. MMT2 ── 重力に抗して股関節外転を保持できる。,3. MMT3 ── 中等度の抵抗抗して股関節外転を保持できる。,4. MMT4 ── 高度の抵抗に抗して股関節外転を保持できる。,1,"【解説】2：重力抗して股関節外転を保持できるのはMMT3、3：中等度の抵抗抗して股関節外転を保持できるのはMMT4、4：高度の抵抗抗して股関節外転を保持できるのはMMT5である。"
740,リハビリテーション医学,22,第33回,問題79,3 障害の評価,A. 心身機能・身体構造の評価,膝関節伸展の徒手筋力テストで、被検者を側臥位にして評価するのはどれか。,1. MMT1,2. MMT2,3. MMT3,4. MMT4,2,"【解説】MMT2は重力を取り除いた状態に関節運動ができるかを見る必要がある。膝関節伸展の筋力テストで重力を除くには被検者を側臥位にする必要がある。**問題3**解説参照。"
741,リハビリテーション医学,23,第25回,問題83,3 障害の評価,A. 心身機能・身体構造の評価,一生続く姿勢反射はどれか。,1. 自動歩行,2. モロー反射,3. パラシュート反射,4. 非対称性緊張性頸反射,3,"【解説】3：パラシュート反射は、赤ちゃんとうつ伏せの姿勢のまま抱き上げて頭を下にして下降させると、両手を広げて身体を支えようとする反射で、**生後8か月ごろから出現し一生続く**。1：自動歩行は、新生児の身体を支えて立たせると、足を左右交互に出して歩くような動作をする反射。生後4〜5か月で消失する。2：モロー反射は、驚いたときに両手足を外側に対称に伸ばし、ゆっくり抱きしめる動作で、生後4か月で消失する。4：非対称性緊張性頸反射は、顔を一方向に向けると顔面側上下肢が伸展し、後頭側上下肢が屈曲する反射。脳性麻痺の患者では残存するが、正常では4〜5か月で消失する。"
742,リハビリテーション医学,24,第29回,問題74,3 障害の評価,A. 心身機能・身体構造の評価,失語症の分類で、自分の考えていることを言語でうまく表現できず、発話が非流暢的で、復唱も障害されるのはどれか。,1. 全失語,2. 運動性失語,3. 感覚性失語,4. 伝導失語,2,"【解説】全失語は、聞く、話す、読む、書くすべてが重篤に障害されている。**運動性失語**（ブローカ失語）は言語を理解できるが、発話するのに障害がある。**感覚性失語**（ウェルニッケ失語）は言語を理解できなくなる症状で、流暢に話すことはできる。伝導失語では聴覚的了解は良好であるが復唱の障害が強い。"
743,リハビリテーション医学,25,第26回,問題74,3 障害の評価,B. 活動の評価,ADL評価のFIMに含まれるのはどれか。,1. 買い物,2. 排尿管理,3. 調理,4. ジョギング,2,"【解説】FIM（Functional Independence Measure）は機能的自立度評価法で、評価項目はバーセルインデックスが対象としている①飲食、②更衣、③整容、④入浴、⑤尿失禁、⑥便失禁、⑦移乗、⑧トイレ、⑨歩行、⑩階段昇降の**運動項目**に、社会的**認知機能**を加え、6つの大項目と計18の小項目から構成されている。評価基準は、自立度と介助の必要性を主とする7段階尺度を用いられる。2：排尿管理が含まれる。"
744,リハビリテーション医学,26,第27回,問題74,3 障害の評価,B. 活動の評価,FIMに含まれる運動項目はどれか。,1. 食事,2. 調理,3. 洗濯,4. 買い物,1,"【解説】FIMは機能的自立度評価法で、ADL評価法である。13の運動項目（1：**食事**、整容、清拭、更衣、排泄、移乗、移動など）と5つの認知項目から構成されている。前問（**問題8**）参照。"
745,リハビリテーション医学,27,第31回,問題73,3 障害の評価,B. 活動の評価,FIMの運動項目のうちセルフケアに該当するのはどれか。,1. 整容,2. 排便管理,3. 書字,4. 料理,1,"【解説】FIMのADL評価法の運動項目はセルフケア、排泄、移乗、移動からなり、セルフケアに「**整容**」が含まれる。排港に排尿管理、排便管理が含まれる。書字、料理は含まれていない。前問（**問題9**）参照。"
746,リハビリテーション医学,28,第26回,問題87,3 障害の評価,D. 合併症の評価,サルコペニアで必ず減少するのはどれか。,1. 骨密度,2. 骨格筋量,3. 循環血流量,4. 脂肪量,2,"【解説】サルコペニアとは、ギリシャ語で筋肉を表す「sarco」と喪失を表す「penia」を合わせた言葉で、加齢や疾患によって筋肉量が減少することでの全身の「筋力低下が起こること」を指す。歩くスピードが遅くなる、杖や手すりが必要になるなど、「身体機能の低下が起こること」をも含める。1：骨密度が減少するのは、骨粗鬆症である。"
747,リハビリテーション医学,29,第29回,問題73,3 障害の評価,D. 合併症の評価,原発性サルコペニアの発症要因はどれか。,1. 廃用性筋萎縮,2. 加齢,3. 低栄養,4. 悪性腫瘍,2,"【解説】**問題11**を参照。サルコペニアは加齢や疾患によって筋肉量が減少し筋力が低下している状態。加齢による筋肉量減少が原因の一次性（原発性）と加齢以外が原因の二次性に分類される。廃用性筋萎縮、低栄養、悪性腫瘍は二次性である。"
748,リハビリテーション医学,30,第33回,問題76,3 障害の評価,D. 合併症の評価,改訂日本版フレイル基準に含まれる項目はどれか。,1. 骨密度低下,2. 聴力低下,3. 認知機能低下,4. 筋力低下,4,"【解説】改訂日本版**フレイル**基準では、体重減少、筋力低下、疲労感、歩行速度の低下、身体活動の低下の5兆候のうち3つ以上に該当する場合をフレイル（機能障害にいたる前段階、要介護状態の前段階）と分類する。4が正しい。1：骨密度の低下は骨粗鬆症に関係する。"
749,リハビリテーション医学,31,第34回,問題73,3 障害の評価,D. 合併症の評価,改訂日本版フレイル基準に含まれる項目はどれか。,1. 骨量減少,2. 視力低下,3. 体重減少,4. 認知機能低下,3,"【解説】**問題13**を参照。骨量減少は骨粗鬆症の基準である。"
750,リハビリテーション医学,32,第28回,問題81,4 リハビリテーション治療,B. 作業療法,回復期リハビリテーション病棟で作業療法としてよく行われるのはどれか。,1. 歩行訓練,2. 巧緻動作訓練,3. 嚥下訓練,4. 立ち上がり動作訓練,2,【解説】巧緻動作訓練（手指の細かい動作訓練）は作業療法として行う。歩行訓練、立ち上がり動作訓練は理学療法、嚥下訓練は言語聴覚療法である。
751,リハビリテーション医学,33,第31回,問題74,4 リハビリテーション治療,B. 作業療法,リハビリテーション治療に携わる職種と内容の組合せで正しいのはどれか。,1. 理学療法士 ── 嚥下訓練,2. 作業療法士 ── 利き手交換訓練,3. 義肢装具士 ── 義足での歩行訓練,4. 看護師 ── 食事用自助具の作製,2,【解説】脳梗塞後遺症などで利き手が麻痺した時に、利き手を健側に交換する訓練を作業療法士が行う。嚥下訓練は言語聴覚士、義足での歩行訓練は理学療法士、食事用自助具の作製は作業療法士もしくは義肢装具士が行う。看護師は患者の看護を行う。
752,リハビリテーション医学,34,第34回,問題74,4 リハビリテーション治療,B. 作業療法,職種と主な業務内容の組合せで正しいのはどれか。,1. 管理栄養士 ── 嚥下訓練,2. 義肢装具士 ── 装具処方,3. 作業療法士 ── 自助具作製,4. ケアマネジャー ── 入浴介助,3,【解説】作業療法士は自助具作製を行う。言語聴覚士が嚥下訓練を行う。医師が装具を処方し、義肢装具士が作製する。入浴介助はヘルパーが行う。ケアマネジャーはケアプランを作成する。管理栄養士は栄養・食の国家資格で専門的な栄養管理業務を行う。
753,リハビリテーション医学,35,第32回,問題74,4 リハビリテーション治療,C. 言語聴覚療法,嚥下障害患者に対して直接嚥下訓練を行う職種はどれか。,1. 理学療法士,2. 作業療法士,3. 言語聴覚士,4. 義肢装具士,3,【解説】嚥下障害患者に対して嚥下訓練を行う職種は言語聴覚士である（問題1、2参照）。
754,リハビリテーション医学,36,第25回,問題85,4 リハビリテーション治療,D. 義肢装具・車椅子・歩行補助具,体内力源式上腕義手について正しいのはどれか。,1. 力源は患側の肩の力を利用する。,2. ケーブルによって力が伝達される。,3. 操作の練習は主に理学療法士によって行われる。,4. 手先具を動かす場合は肘継ぎ手の固定を解除する。,2,【解説】1：能動義手は、健側の肩の動きなどを力源として、ハーネスからケーブルを介して継手や手先具を操作する。4：手先具を動かす場合は、肘継ぎ手は固定する。3：操作の練習は、主に作業療法士によって行われる。
755,リハビリテーション医学,37,第28回,問題85,4 リハビリテーション治療,D. 義肢装具・車椅子・歩行補助具,前腕義手のうち能動義手の特徴はどれか。,1. 装飾が主な目的である。,2. ケーブルでフックを開閉する。,3. モーターで動作をコントロールする。,4. 四辺形ソケットを用いる。,2,【解説】前腕義手には装飾用義手、作業用義手、能動義手、動力義手（筋電義手）がある。1は装飾用義手、2は能動義手（肩の動きなどを力源として、ケーブルを介して操作する）、3は動力義手、4の四辺形ソケットは大腿義足用である。
756,リハビリテーション医学,38,第34回,問題79,4 リハビリテーション治療,D. 義肢装具・車椅子・歩行補助具,作業療法で主に用いる補装具はどれか。,1. 義手,2. 義足,3. 体幹装具,4. 下肢装具,1,【解説】作業療法では主に義手を補装具として用いる。義足、体幹装具、下肢装具は主に理学療法で用いる。
757,リハビリテーション医学,39,第25回,問題88,4 リハビリテーション治療,D. 義肢装具・車椅子・歩行補助具,短対立装具の適応となるのはどれか。,1. 正中神経麻痺,2. 尺骨神経麻痺,3. 橈骨神経麻痺,4. 腋窩神経麻痺,1,【解説】1：正中神経麻痺では母指の対立、屈曲ができないため、短対立装具の適応になる。2：尺骨神経麻痺（鷲手）は、手内筋マイナス股位でMP屈曲補助装具（ナックルベンダー）。3：橈骨神経麻痺（下垂手）では、手関節背屈装具（コックアップスプリント）。4：腋窩神経麻痺では肩関節外転ができないため、肩外転装具の適応になる（図1）。
758,リハビリテーション医学,40,第30回,問題74,4 リハビリテーション治療,D. 義肢装具・車椅子・歩行補助具,手関節背屈装具の適応となるのはどれか。,1. 正中神経麻痺,2. 橈骨神経麻痺,3. 筋皮神経麻痺,4. 尺骨神経麻痺,2,【解説】橈骨神経麻痺では自動で手関節の背屈ができない（下垂手）ため、手関節背屈装具（コックアップスプリント）の適応である。筋皮神経は上腕の屈筋（肘関節を曲げる筋肉）を支配する。問題8の解説、図1参照。
759,リハビリテーション医学,41,第26回,問題85,4 リハビリテーション治療,D. 義肢装具・車椅子・歩行補助具,疾患と装具の組合せで誤っているのはどれか。,1. 変形性膝関節症 ── 足底装具,2. 腰椎椎間板ヘルニア ── 軟性コルセット,3. 脳梗塞 ── 短下肢装具,4. 総腓骨神経麻痺 ── 長下肢装具,4,【解説】4：総腓骨神経麻痺は足関節の背屈ができないので、短下肢装具が適応である。変形性膝関節症では膝関節内側の変性が強くO脚になることが多いため、足底装具（外側楔状板）は、荷重を膝関節外側に移動させ内側の疼痛を軽減させる効果がある。脳梗塞では下垂足が多く、短下肢装具を用いる。
760,リハビリテーション医学,42,第25回,問題82,4 リハビリテーション治療,D. 義肢装具・車椅子・歩行補助具,車椅子のタイプで、起立性低血圧発作のある場合に用いるのはどれか。,1. リクライニングタイプ,2. スポーツタイプ,3. トラベラータイプ,4. スタンダードタイプ,1,【解説】1：リクライニングタイプの車いすは、背もたれを倒して臥床に近い姿勢を保つことができるため、起立性低血圧発作を起こしたときに有効である。
761,リハビリテーション医学,43,第33回,問題80,5 運動学,B. 姿勢と運動のコントロール,成人の正常立位姿勢での重心は、重心線の下から何％の位置にあるか。,1. 約35％,2. 約45％,3. 約55％,4. 約65％,3,【解説】成人の正常立位姿勢での重心は、重心線の下から約55％の位置にある。重心線は矢状面で乳様突起の後方、肩峰、大転子、膝関節前方、足関節軸の約5cm前方を通る。図2参照。
762,リハビリテーション医学,44,第31回,問題75,5 運動学,C. 身体各部の機能,肩関節の回旋運動について正しいのはどれか。,1. 大胸筋は外旋に働く。,2. 小円筋は内旋に働く。,3. 肩甲下筋は内旋に働く。,4. 棘下筋は内旋に働く。,3,【解説】肩甲下筋は肩甲骨の腹側から上腕骨小結節に付着し、肩関節内旋に働く。大胸筋は内旋に、棘下筋は外旋に、小円筋は外旋に働く（肩関節の解剖の復習が必要）。なお、棘上筋は肩関節外転に働くことも重要である。
763,リハビリテーション医学,45,第28回,問題82,5 運動学,D. 歩行,正常歩行のサイクルで正しいのはどれか。,1. 立脚中期に全足接地をする。,2. 二重支持期は40％である。,3. 立脚相で膝関節は1回屈曲する。,4. 遊脚相が立脚相より時間が長い。,1,"【解説】2：二重支持期（両足が地面についている期間）は約15％である（図3 歩行周期を参照）。3：立脚相で膝関節は2回屈曲する。4：立脚相が遊脚相より時間が長い（自然歩行立脚相は歩行周期のおよそ60％を占める）。（参考）歩行周期（図3）の踵接地時（遊脚相から立脚相への変換期）には足関節背屈位になるため、前脛骨筋に筋活動を認める。股関節内転筋群、ハムストリングスも同様である（図4）。"
764,リハビリテーション医学,46,第29回,問題75,5 運動学,D. 歩行,正常歩行時に若年者より高齢者で増加するのはどれか。,1. 歩幅,2. 速度,3. 前傾姿勢,4. 骨盤回旋,3,【解説】高齢者では、若年者に比べて、歩幅、速度は低下する。前傾姿勢は増加する。一側の踵接地時から他側の踵接地時までを歩幅（1歩）という（図5参照）。
765,リハビリテーション医学,47,第32回,問題75,5 運動学,D. 歩行,正常歩行について正しいのはどれか。,1. 1サイクルは1歩に相当する。,2. 遊脚相は立脚相より時間が長い。,3. 二重支持期が0になると走行となる。,4. 歩行速度が遅いほど消費エネルギーは少ない。,3,【解説】一側の踵接地地から他側の踵接地地までの一歩で、1サイクルは2歩に相当する（図5参照）。立脚相が遊脚相より時間が長い。歩行速度が速くなると二重支持期は短くなり、0になると走行になる。歩行速度が遅いほど消費エネルギーは多くなる。
766,リハビリテーション医学,48,第30回,問題73,5 運動学,D. 歩行,疾患と異常歩行の組合せで正しいのはどれか。,1. 腰部脊柱管狭窄症 ── 間欠跛行,2. 脊髄小脳変性症 ── 分回し歩行,3. パーキンソン病 ── 酩酊歩行,4. 脳卒中片麻痺 ── 小刻み歩行,1,【解説】腰部脊柱管狭窄症は間欠跛行が正しい。脊髄小脳変性症は酩酊歩行、パーキンソン病は小刻み歩行、脳卒中片麻痺は分回し歩行が正しい。他にトレンデレンブルグ歩行は変形性股関節症、失調性歩行は小脳疾患にみられる。痙性歩行は上位運動ニューロン障害の場合に起こり、脊髄損傷や頸椎症性脊髄症などでみられる。
767,リハビリテーション医学,49,第34回,問題75,5 運動学,D. 歩行,異常歩行と原因疾患の組合せで正しいのはどれか。,1. はさみ脚歩行 ── 進行性筋ジストロフィー,2. 分回し歩行 ── 脊髄小脳変性症,3. 突進歩行 ── パーキンソン病,4. トレンデレンブルグ歩行 ── 脳性麻痺,3,【解説】突進歩行、小刻み歩行はパーキンソン病に特徴的である。分回し歩行は脳卒中片麻痺。トレンデレンブルグ歩行は変形性股関節症。はさみ脚歩行は痙直型脳性麻痺に特徴的で、脚の筋肉が痙縮し、歩くときに左右の膝が擦れ合い、ハサミのように交差する歩行障害である。問題6参照。
768,リハビリテーション医学,50,第25回,問題84,6 脳卒中のリハビリテーション,A. 脳卒中による障害,右大脳半球の脳卒中でよくみられるのはどれか。,1. 右片麻痺,2. 球麻痺,3. 失語症,4. 左半側空間無視,4,【解説】脳血管障害による右半球損傷の多くに、4：左半側空間無視が認められる。右大脳半球の脳卒中では、左片麻痺がよくみられる。3：失語症は、左大脳半球の脳卒中でみられる。左大脳半球損傷では失語、右片麻痺、右半側空間無視がよくみられる。
769,リハビリテーション医学,51,第27回,問題82,6 脳卒中のリハビリテーション,A. 脳卒中による障害,球麻痺の原因となる病巣はどれか。,1. 延髄,2. 海馬,3. 前頭葉,4. 小脳半球,1,【解説】球麻痺は1：延髄の運動核の障害による麻痺のことで、咀嚼、嚥下、構音障害などを生じる。2：海馬は大脳辺縁系の一部で、脳の記憶や空間学習能力にかかわる器官の器官。3：前頭葉には一次運動野と高次運動野がある。4：小脳半球は失調に関与する。
770,リハビリテーション医学,52,第31回,問題76,6 脳卒中のリハビリテーション,A. 脳卒中による障害,脳卒中に対するブルンストロームステージで「共同運動がわずかに出現し、痙縮が出始める段階」はどれか。,1. ステージⅠ,2. ステージⅡ,3. ステージⅢ,4. ステージⅥ,2,【解説】ブルンストロームステージ（中枢神経麻痺における回復ステージ）で、Ⅰは随意運動なし（弛緩期）。Ⅱは基本的共同運動の最初の出現（痙縮の発現期）。Ⅲは基本的共同運動（痙縮は最高になる）。Ⅳで痙縮は減少し、基本的共同運動から逸脱した運動が出現する。Ⅴでは基本的共同運動から独立した運動がほとんど可能。Ⅵでは分離運動が可能である。
771,リハビリテーション医学,53,第32回,問題73,6 脳卒中のリハビリテーション,A. 脳卒中による障害,上肢のブルンストロームステージで「十分な共同運動が出現し、関節運動を伴う屈筋共同運動が出現する」のはどれか。,1. ステージⅠ,2. ステージⅡ,3. ステージⅢ,4. ステージⅣ,3,【解説】問題3参照。ブルンストロームステージで共同運動が出現するのはステージⅢである。
772,リハビリテーション医学,54,第28回,問題73,6 脳卒中のリハビリテーション,B. 急性期リハビリテーション,脳卒中の急性期リハビリテーションについて正しいのはどれか。,1. 神経症状の増悪がある場合には動作を伴う訓練は行わない。,2. 起立性低血圧に対する配慮は必要ない。,3. 歩行訓練で長下肢装具を用いることはない。,4. ベッド上でのポジショニングは必要ない。,1,【解説】1：神経症状の増悪がある場合は、病状が悪化している可能性があるため、動作を伴う訓練は行わない。2：起立性低血圧は、長期臥床ののち、臥位から立位をとらせるときに血圧が低下することがあり、注意する。頸椎損傷でも発症しやすい。3：歩行時に、症状に応じて長下肢装具、短下肢装具などを用いる。4：ベッド上でのポジショニングは褥瘡予防や拘縮予防のためにも必要である。
