全体通し番号	教科	教科での番号	試験の回数	試験の番号	大項目	中項目	問題	選択肢1	選択肢2	選択肢3	選択肢4	答え	解説
985	経絡経穴概論	11	第32回	問題107	1 経絡の意義	A. 正経十二経脈	経脈の流注で横隔膜を貫かないのはどれか。	1. 手の太陰肺経	2. 足の陽明胃経	3. 足の少陰腎経	4. 足の厥陰肝経	2	【解説】1：手の太陰肺経は、中焦に起こり、下って**大腸**を絡い、還って**胃口**を貫き、**横隔膜**を貫く。2：足の陽明胃経は、**咽喉**を挟み、**横隔膜**を貫いて**胃**に属する。3：足の少陰腎経は**腎**より肝、**横隔膜**を貫いて**肺**に入る。4：手の少陽三焦経は、胸中より**心包**を絡い、**横隔膜**を貫いて**三焦**に属する。
986	経絡経穴概論	12	第28回	問題102	1 経絡の意義	A. 正経十二経脈	経脈の流注で横隔膜を貫かないのはどれか。	1. 手の太陰経	2. 手の陽明経	3. 足の少陰経	4. 足の太陰経	4	【解説】手足の陰陽経の名称から臓腑を理解していることが前提。1：手の太陰経は肺経、流注は大腸から横隔膜を貫いて胸に向かう。3：足の少陰経は腎経で、脾から横隔膜を貫いて肺へつながる。4：手の少陽三焦経は、胸中より心包を絡い、横隔膜を貫いて三焦に属する。
987	経絡経穴概論	13	第34回	問題108	1 経絡の意義	B. 奇経八脈	奇経八脈について最も適切なのはどれか。	1. 循行には共通する規則性がある。	2. 督脈と任脈は属絡関係にある。	3. 陽維脈と陰維脈は表裏関係にある。	4. 正経十二経脈と交差し合っている。	4	【解説】奇経八脈は、正経十二経脈の気血が満ち溢れると流れると話し、臓腑を絡うことなく、奇経同士が表裏関係になることはない。正経十二経脈の2つ以上の経脈にまたがって経穴を連ねて存在する。**督脈**と**任脈**が固有の経穴を持っている。
988	経絡経穴概論	14	第32回	問題108	1 経絡の意義	B. 奇経八脈	小腸経の脈気を受けて内眼角に起こる経脈の別絡はどれか。	1. 衝脈	2. 督脈	3. 陽絡脈	4. 陽維脈	3	【解説】小腸経の脈気を受けて内眼角に起こる経脈は**膀胱経**である。奇経八脈のうち**陽蹺脈**が膀胱脈の別脈と呼ばれている。陰蹺脈は**腎経**の別脈である。
989	経絡経穴概論	15	第31回	問題109	1 経絡の意義	B. 奇経八脈	奇経で子宮から起こるのはどれか。	1. 陽蹺脈	2. 陽維脈	3. 任脈	4. 帯脈	3	【解説】1：陽蹺脈は**踵**から起こる。2：陰維脈は**築賓**から起こる。3：任脈および**衝脈**は**子宮**から起こる。4：帯脈は**季脇**の章門のあたりから起こる。
990	経絡経穴概論	16	第29回	問題108	1 経絡の意義	B. 奇経八脈	すべての陽経脈と連絡している奇経の脈穴はどれか。	1. 附陽	2. 交信	3. 陽隔	4. 築賓	3	【解説】1：附陽は**陽蹺脈**の郄穴。2：交信は**陰蹺脈**の郄穴。3：陽維脈は**陽維脈の部穴**ですべての陽経脈と連絡している。4：築賓は**陰維脈**の郄穴である。
991	経絡経穴概論	17	第27回	問題105	1 経絡の意義	B. 奇経八脈	陰維脈の郄穴の部位はどれか。	1. 下腿前内側、脛骨内側面の中央、内踝尖の上方5寸	2. 下腿後内側、アキレス腱の前縁、内踝尖の上方5寸	3. 下腿後内側、ヒラメ筋とアキレス腱の間、内踝尖の上方2寸	4. 下腿内側、脛骨内縁の後方、膝窩横紋の下方5寸	3	【解説】陰維脈の郄穴は**築賓**である。選択肢のうち、築賓的なのは、3：「下腿後内側、ヒラメ筋とアキレス腱の間、内踝尖の上方5寸」である。その他の選択肢は、1：蠡溝、2：復溜、4：交信、陰維脈の部位である。
992	経絡経穴概論	18	第26回	問題103	1 経絡の意義	B. 奇経八脈	奇経と関係する経穴の組合せで正しいのはどれか。	1. 陽蹺脈 ── 金門	2. 陰蹺脈 ── 築賓	3. 陽維脈 ── 居髎	4. 陰維脈 ── 府舎	4	【解説】奇経と経穴の組合せの問題。奇経と関係する経穴の組合せで正しいのは、4：「陰維脈 ── **府舎**」である。陰維脈は**築賓**から起こり、大腿内側をとって下腹部に入り、脾経の**府舎**、**腹哀**を経て期門に交わり、胸部を経て天突、廉泉に終わる。その他の選択肢におけるおける奇経と経穴の組み合わせは、1：陽蹺脈 ── **僕参**、**申脈**、**居髎**、**臑兪**、**肩髃**、**巨骨**、**地倉**、**巨髎**、**承泣**、**晴明**、**風池**。2：陰蹺脈 ── **照海**、**交信**、**晴明**。3：陽維脈 ── **金門**、**陽交**、**臑兪**、**肩井**、**天髎**、**本神**、**陽白**、**臨泣**、**目窓**、**正営**、**承霊**、**脳空**、**風池**、**啞門**、**大椎**である。
993	経絡経穴概論	19	第25回	問題105	1 経絡の意義	B. 奇経八脈	陽蹺脈の八脈交会穴の部位で正しいのはどれか。	1. 第4・第5中足骨底結合部の遠位、第5長指伸筋腱外側の凹陷部	2. 内踝尖の下方1寸、内踝下隆起の凹陷部	3. 舟状骨粗面の下方、長掌筋腱外側の凹陷部	4. 外踝尖の直下、外踝下縁と踵骨の間の凹陷部	4	【解説】陽蹺脈の八脈交会穴は、**申脈**である（表1参照）。申脈の部位は：「**外踝尖の直下、外踝下縁と踵骨の間の凹陷部**」である。その他の選択肢の八脈交会穴は、1：足臨泣（**帯脈**）、2：照海（**陰蹺脈**）、3：公孫（**衝脈**）である。
994	経絡経穴概論	20	第27回	問題106	1 経絡の意義	B. 奇経八脈	八脈交会穴の部位はどれか。	1. 足内側、太渓の下方1寸、踵骨隆起前方の凹陷部	2. 足内側、太渓の下方1寸、踵骨隆起前方の陥凹部	3. 肘後内側、アキレス腱の前縁、内踝尖の上方2寸	4. 下腿外側、太渓の下方1寸、アキレス腱の前縁の凹陷部	2	【解説】八脈交会穴は、公孫、申脈、内関、外関、足臨泣、後渓、列欠、照海（照海）である。選択肢のうち、2：「足内側、太渓の下方1寸、踵骨隆起前方の陥凹部」の**照海**である。その他の選択肢の部位は、1：水泉、2：復溜、4：照海（照海）である。
995	経絡経穴概論	21	第31回	問題108	1 経絡の意義	C. 絡脈・経筋・皮部	経筋の概要について正しいのはどれか。	1. 十二経筋は四肢末端から始まる。	2. 奇経八脈は奇経同士が表裏関係にある。	3. 十二経別は正経とは合流しない経脈である。	4. 正経十二経脈は上焦から始まる。	1	【解説】1：十二経筋は**四肢末端から始まり**頭部や体幹に終わる。2：奇経八脈は**表裏関係はない**。3：十二経別は**別行の正経**といい、正経十二経脈から分かれて出て、またその正経十二経脈に合する。4：正経十二経脈は**中焦**に起こる肺経から始まり、循環する環を形成して再び中焦に戻る。
996	経絡経穴概論	22	第34回	問題110	2 経穴の意義と概要	A. 経穴の概要	脈穴の概要について正しいのはどれか。	1. WHO/WPROで経穴が365穴となる。	2. 奇穴は奇経に所属する。	3. 新穴は奇穴に含まれる。	4. 阿是穴は部位が決まっている。	3	【解説】1：WHO/WPRO標準経穴部位として経穴は**361穴**と定められた。2：奇穴は十四経脈や奇経に属さない。3：奇穴は名称、部位、主治症が定められていて、1901年以降に定められた新穴を含む。4：阿是穴は名称や部位は定められておらず、病態と深く関わって出現したり、治療点となる部位という。
997	経絡経穴概論	23	第34回	問題110	2 経穴の意義と概要	A. 経穴の概要	天応穴の特徴はどれか。	1. 十四経脈上にある。	2. 主治が決まっている。	3. 1901年以降に定められた。	4. 病態と関連して出現する。	4	【解説】天応穴は「**阿是穴**」の別名で、**圧痛点**も含まれる。名称や部位は定められておらず、病態と深く関わって出現したり、治療点となる部位（阿是穴）である。主治が定まっているのは**奇穴**、1901年以降に定められたのは**新穴**である（図3参照）。
998	経絡経穴概論	24	第34回	問題113	2 経穴の意義と概要	B. 取穴法	神庭穴と眉間の中点との長さはどれか。	1. 5分	2. 1寸5分	3. 2寸5分	4. 3寸5分	4	【解説】神庭穴は前正中線上で、前髪際の後方5分である。神庭穴と眉間の中点との長さは**3寸5分**である。
999	経絡経穴概論	25	第34回	問題114	2 経穴の意義と概要	B. 取穴法	経穴と体表面指標の組合せで誤っているのはどれか。	1. 身柱 ── 肩甲骨上角	2. 至陽 ── 肩甲骨下角	3. 命門 ── 第12肋骨先頭	4. 腰陽関 ── 腸骨脊最高点	1	【解説】1：身柱は、第3胸椎棘突起下方で、体表指標は**肩甲棘内端**である。2：至陽は第7胸椎棘突起下方で体表指標は**肩甲骨下角**、3：命門は第2腰椎棘突起下方で体表指標は**第12肋骨先頭**、4：腰陽関は第4腰椎棘突起下方で体表指標は**腸骨脊最高点**である。
1000	経絡経穴概論	26	第32回	問題115	2 経穴の意義と概要	B. 取穴法	左右の第12肋骨先端を結ぶ線と後正中線の交点で、棘突起下方陥凹部にあるのはどれか。	1. 懸枢	2. 命門	3. 腰陽関	4. 下極兪	2	【解説】左右の第12肋骨先端を結ぶ線と後正中線の交点は、**第2腰椎棘突起下方陥凹部**である。1：懸枢は、**第1腰椎棘突起下方**陥凹部。2：命門は、**第2腰椎棘突起下方**陥凹部。3：腰陽関は、**第4腰椎棘突起下方**陥凹部。4：下極兪は、**第3腰椎棘突起下方**陥凹部である。
1001	経絡経穴概論	27	第31回	問題112	2 経穴の意義と概要	B. 取穴法	骨度で左右の乳頭突起の間の長さと同じなのはどれか。	1. 外踝尖の高さから承山	2. 膝蓋骨高さから漏谷	3. 肘頭横紋から内関	4. 手関節背側横紋から四瀆	2	【解説】骨度で左右の乳頭突起の間は**8寸**である。1：膝蓋骨高さから外踝尖までは1尺6寸で、外踝尖の高さから承山までは**8寸**となる。2：膝蓋骨高さから内踝尖までは1尺5寸で、膝蓋骨高さから漏谷までは**9寸**となる。3：肘角から手関節前横紋までは1尺2寸で、肘頭横紋から内関は1尺2寸である。4：手関節背側横紋から肘頭までは1尺2寸で、手関節背側横紋から四瀆は**7寸**となる。
1002	経絡経穴概論	28	第30回	問題109	2 経穴の意義と概要	B. 取穴法	骨度で胸骨体下端から臍中央と同じ寸法はどれか。	1. 内踝尖から肝経の絡穴	2. 外踝尖から胃経の絡穴	3. 手関節掌側横紋から肺経の都穴	4. 手関節背側横紋から大腸経の郄穴	2	【解説】胸骨体下端から臍中央までの骨度は**8寸**である。1の肝経の絡穴は**蠡溝**、内果尖からは5寸。2の胃経の絡穴は**豊隆**、外果尖からは8寸、3の肺経の郄穴は**孔最**、手関節掌側横紋からは7寸、4の大腸経の郄穴は**温溜**、手関節背側横紋からは5寸である。
1003	経絡経穴概論	29	第29回	問題109	2 経穴の意義と概要	B. 取穴法	骨度で胸骨体下端から臍中央と同じなのはどれか。	1. 臍中央から小腸の募穴	2. 前正中線から肝の募穴	3. 胸骨体下端から心の募穴	4. 恥骨結合上縁から三焦の募穴	3	【解説】問題の胸骨体下端から臍中央までの骨度は、8寸。選択肢の脈穴の部位の理解が必要。1：小腸の募穴は関元で臍中央から3寸。2：肝の募穴は期門で前正中線から4寸。3：心の募穴は巨闕で胸骨体下端から2寸。4：三焦の募穴は石門で恥骨結合上縁から3寸。
1004	経絡経穴概論	30	第25回	問題103	2 経穴の意義と概要	B. 取穴法	骨度で陰骨内側下縁から膝蓋骨までの長さと同じなのはどれか。	1. 臍中央から下巨虚	2. 前髪際中心から後髪際中心	3. 胸骨体下端から臍中央	4. 中指尖から手関節前横紋	3	【解説】骨度で最も短いのは、2：「**胸骨体下端から脾中央**」である。選択肢1〜4の骨度寸法は、1：前髪際中心から後髪際中心までは、**1尺2寸**。2：胸骨体下端から脾中央までは、**8寸**。3：陰骨下端から脾中央までは**8寸5分**。ゆえに2：「胸骨体下端から脾中央」が最も短い。
1005	経絡経穴概論	31	第27回	問題102	2 経穴の意義と概要	B. 取穴法	骨度法で最も長いのはどれか。	1. 殿溝から膝膝	2. 膝蓋骨尖から内果尖	3. 陰谷から復溜	4. 陰陵泉から三陰交	3	【解説】陰溝から膝膝は、1尺4寸。2：膝蓋骨尖から内果尖は、1尺5寸。3：陰谷から復溜は15寸。内果から復溜まで2寸、内果から陰谷は15寸。陰谷から陰陵泉は13寸。陰陵泉から三陰交は10寸となる。
1006	経絡経穴概論	32	第33回	問題109	2 経穴の意義と概要	B. 取穴法	骨度で最も長いのはどれか。	1. 委中から承山	2. 曲泉から中都	3. 陰谷から復溜	4. 陰陵泉から三陰交	3	【解説】陰山は委中の下**8寸**。中都は内果の上**7寸**。内果から曲泉までは15寸で曲泉から中都は**8寸**。復溜は内果の上2寸、内果から陰谷までは15寸。陰谷から復溜は**13寸**。三陰交は内果の上3寸。陰陵泉から三陰交は**10寸**となる。
1007	経絡経穴概論	33	第28回	問題103	2 経穴の意義と概要	B. 取穴法	骨度で最も長いのはどれか。	1. 委中から陰谷	2. 曲泉から復溜	3. 陰谷から復溜	4. 陰陵泉から三陰交	3	【解説】委中は陰谷の**8寸**。曲泉から復溜は15寸で曲泉から復溜は8寸。復溜は温溜の上2寸、温溜から陰谷までは15寸。陰谷から復溜は**13寸**。陰陵泉から三陰交は10寸となる。
1008	経絡経穴概論	34	第25回	問題104	2 経穴の意義と概要	B. 取穴法	骨度で大腸経の部穴から肘関節までと同じなのはどれか。	1. 陽維脈の部穴から中瀆	2. 外踝尖から胃経の合穴	3. 陰維脈の部穴から陰陵泉	4. 陽蹺脈の部穴から外踝尖	1	【解説】骨度で大腸経の部穴から肘関節までの長さと同じなのは、2：「**陽維脈の部穴から中瀆**」である。合計1尺4寸である。
1009	経絡経穴概論	35	第26回	問題104	2 経穴の意義と概要	B. 取穴法	心包経の金穴と合水穴の間と同じ骨度はどれか。	1. 両乳頭間	2. 両乳突起間	3. 眉間から前髪際中点	4. 脾中央から恥骨結合上縁	2	【解説】骨度法の問題。心包経の金穴は**間使**、合水穴は**曲沢**で、両穴の間と同じ骨度は、うち5寸なのは、2：**両乳頭突起間**である。その他の選択肢だが、1：両乳頭間は**8寸**。3：眉間から前髪際中点は**3寸**。4：脾中央から恥骨結合上縁までは**5寸**である。
1010	経絡経穴概論	36	第30回	問題111	2 経穴の意義と概要	B. 取穴法	胸骨角を基準に取るのはどれか。	1. 幽門	2. 鳩尾	3. 玉堂	4. 氣舎	3	【解説】1：幽門は上腹部の巨闕（胸骨体下端の下2寸）の外方5分に取る。2：鳩尾は上腹部で**胸骨体下端**の下1寸に取る。3：玉堂は前胸部の正中線上で**第3肋間**の高さに取る。第3肋間を取るのに**第2肋骨**の高さにある胸骨角を基準とする。4：氣舎は、前頸部で**小鎖骨上窩**に取る。
1011	経絡経穴概論	37	第32回	問題113	3 所属経穴を持つ奇経	A. 任脈	陰都と同じ高さに位置する任脈の経穴について正しいのはどれか。	1. 脾中央の上方3寸にある。	2. 八脈交会穴である。	3. 任脈の絡穴である。	4. 上方3寸には中庭がある。	2	【解説】陰都は**腎経**で、臍中央の上方4寸、前正中線の外方5分にある。これと同じ高さに位置する任脈の経穴は**中脘**である。1：臍中央の上方3寸にあるのは**建里**。2：八脈交会穴は**中脘**である。3：任脈の絡穴は**鳩尾**である。4：中脘の上方3寸には**鳥尾**がある。中庭は上方4寸。
1012	経絡経穴概論	38	第32回	問題114	3 所属経穴を持つ奇経	A. 任脈	腹中について正しいのはどれか。	1. 心の募穴である。	2. 八脈交会穴の一つである。	3. 胸骨上端を基準に取穴する。	4. 外方6寸は天渓である。	4	【解説】膻中は**任脈**で、1：**心包**の募穴である。心の募穴は**巨闕**。2：八脈交会穴（八総穴）は、脈（**公孫**）、陰維脈（**内関**）、帯脈（**足臨泣**）、陽維脈（**外関**）、督脈（**後渓**）、陽蹺脈（**申脈**）、任脈（**列欠**）、陰蹺脈（**照海**）で膻中は含まれない。3：膻中は**胸骨角**（第2肋骨の高さ）を基準に取穴する。4：膻中の外方6寸は天渓である。
1013	経絡経穴概論	39	第31回	問題114	3 所属経穴を持つ奇経	B. 督脈	督脈の経穴がある部位はどれか。	1. 第2胸椎棘突起下方の陥凹部	2. 第4胸椎棘突起下方の陥凹部	3. 第6胸椎棘突起下方の陥凹部	4. 第8胸椎棘突起下方の陥凹部	3	【解説】胸椎棘突起下方の陥凹部にある督脈の経穴は第1（**陶道**）、第3（**身柱**）、第5（**神道**）、第6（**霊台**）、第7（**至陽**）、第9（**筋縮**）、第10（**中枢**）、第11（**脊中**）である。したがって督脈の経穴があるのは第6胸椎棘突起下方の陥凹部（**霊台**）である。なお、第8胸椎棘突起下方の陥凹部には接脊がある。
1014	経絡経穴概論	40	第31回	問題115	3 所属経穴を持つ奇経	B. 督脈	顔会について正しいのはどれか。	1. 所属する経脈の21番目の経穴である。	2. 小児では小泉門部にあたる。	3. 眼神経の支配領域にある。	4. 目窓と横に並ぶ。	3	【解説】顔会は**督脈**で頭部、前正中線上、前髪際の後方2寸にある。1：経脈では22番目の経穴である。2：小児では**大泉門**にあたる。小泉門部にあたるのは**強間**。3：眼神経（三叉神経第1枝）の支配領域にある。4：日窓（足の少陽胆経）は、前髪際の後方1寸5分にあるため横に並ばない。
1015	経絡経穴概論	41	第30回	問題112	3 所属経穴を持つ奇経	B. 督脈	督脈の経穴で、外方3寸に膀胱経の経穴がないのはどれか。	1. 陶道	2. 霊台	3. 懸枢	4. 腰膝	1	【解説】1：陶道は第1胸椎棘突起下方の陥凹部で外方3寸は**附分**、2：霊台は第6胸椎棘突起下方の陥凹部で外方3寸は**督倉**である。なお、第8胸椎棘突起下方の陥凹部には巨闕、第12胸椎棘突起下方の陥凹部には胃倉がある。仙骨裂孔で外方3寸は**秩辺**となる。肩外兪は手の太陽小腸経に属するので、正解は1となる。
1016	経絡経穴概論	42	第33回	問題111	4 正経十二経脈	B. 手の陽明大腸経	経穴の部位で正しいのはどれか。	1. 髑髎は、頬骨弓の下縁中点と下顎切痕の間の陥凹部にある。	2. 巨髎は、鼻唇溝中、鼻翼外縁中点と同じ高さにある。	3. 和髎は、耳珠上の切痕と下顎骨の関節突起の間、陥凹部にある。	4. 禾髎は、人中溝中点と同じ高さ、鼻孔外縁の下方にある。	4	【解説】1：髑髎（**小腸経**）は、外眼角の直下、頬骨下方の陥凹部にある。2：巨髎（**胃経**）は、瞳孔線上、鼻翼下縁と同じ高さにある。3：和髎（**三焦経**）は、耳介の付け根の前方、浅頭頂動脈の後方にある。4：禾髎（**大腸経**）は、人中溝中点と同じ高さ、鼻孔外縁の下方にある。
1017	経絡経穴概論	43	第34回	問題111	4 正経十二経脈	C. 足の陽明胃経	中指末節骨の指幅を1横指として取穴するのはどれか。	1. 陽白	2. 照海	3. 水泉	4. 頬車	4	【解説】1：陽白（**胆経**）は、眉の上方1寸瞳孔線上。2：照海（**腎経**）は、内踝尖の下方1寸。3：水泉（**腎経**）は、太渓の下方1寸。4：頬車（**胃経**）は、下顎角の前上方1横指（中指）である。
1018	経絡経穴概論	44	第34回	問題115	4 正経十二経脈	C. 足の陽明胃経	鎖骨下縁と乳頭線との交点にあるのはどれか。	1. 庫房	2. 気戸	3. 兪府	4. 気舎	2	【解説】1：庫房は第1肋間で、前正中線の外方4寸の乳頭線上にある。2：気戸は鎖骨下縁と乳頭線との交点に取る。3：兪府は鎖骨下縁で前正中線の外方2寸に取る。4：気舎は鎖骨内端の上部で、胸鎖乳突筋の二頭間に取る。
1019	経絡経穴概論	45	第26回	問題107	4 正経十二経脈	C. 足の陽明胃経	経穴と体表面指標の組合せで同じ高さにあるのはどれか。	1. 天鼎 ── 甲状軟骨上縁	2. 天柱 ── 外後頭隆起	3. 胞盲 ── 仙骨裂孔	4. 髀関 ── 大転子頂点	4	【解説】経穴と体表指標の組合せの問題。体表指標は、取穴するときに指標となる部位のこと。経穴と体表指標の組合せで同じ高さにあるのは、4：「**髀関 ── 大転子頂点**」である。髀関は上前腸骨棘と膝蓋骨外上端を結んだ線上で、大転子の頂点と同じ高さにある。その他の選択肢では、1：天鼎は**扶突**、2：天柱は第2頸椎棘突起上縁と同じ高さで、3：胞盲は**第2後仙骨孔**と同じ高さに当たる。
1020	経絡経穴概論	46	第33回	問題115	4 正経十二経脈	D. 足の太陰脾経	脛骨内側縁下端と脛骨内側面が接する陥凹部の下方3寸にあるのはどれか。	1. 足の太陽経の絡穴	2. 足の太陰経の郄穴	3. 足の陰脈の絡穴	4. 足の厥陰経の絡穴	1	【解説】脛骨内側縁下端と脛骨内側面が接する陥凹部の下方3寸にある経穴は**地機**である。1：足の陰脈の絡穴、**地機**。2：足の太陰経の絡穴は、**公孫**。3：足の脈陰経の絡穴は、**中都**。4：足の脈陰経の絡穴は、**肝経の蠡溝**である。
1021	経絡経穴概論	47	第29回	問題113	4 正経十二経脈	D. 足の太陰脾経	腹骨の高さで正しいのはどれか。	1. 脾中央の上方2寸	2. 脾中央の上方3寸	3. 脾中央の上方4寸	4. 脾中央の上方5寸	2	【解説】腹哀は**足の太陰脾経**で、胸の痛みのほか、**3寸**、前正中線の外方4寸。
1022	経絡経穴概論	48	第26回	問題108	4 正経十二経脈	D. 足の太陰脾経	部位と経穴の組合せで正しいのはどれか。	1. 大腿二頭筋と半腱様筋の間 ── 陰谷	2. 外側広筋と大腿直筋腱の間 ── 陰市	3. 薄筋と縫工筋の間 ── 足五里	4. 縫工筋と長収筋の間 ── 箕門	4	【解説】部位と経穴の組合せの問題。部位と経穴の組合せで正しいのは、「4：縫工筋と長収筋の間 ── **箕門**」である。その他の選択肢で正しい組み合わせは、1：膝陽関は大腿二頭筋（腱）と**腸脛束**の間。2：血海は**内側広筋**の隆起部。2：外側広筋と大腿直筋腱の間は**梁丘**。3：薄筋と縫工筋の間は**陰包**、足五里は気衝の下方3寸に取る。
