453,臨床医学各論,11,第26回,問題65,1 感染症,C. ウイルス感染症,感染症について正しいのはどれか。,1. インフルエンザウイルス感染は迅速な検査が可能である。,2. 麻疹は「三日ばしか」と言われている。,3. 帯状疱疹は単純ヘルペスウイルスによる感染である。,4. 梅毒はクラミジアによる感染である。,1,1：インフルエンザウイルス感染は、免疫法による**迅速検査**が可能である。風疹は、2：**麻疹**に似た発疹が出ることから「三日ばしか」といわれる。3：帯状疱疹は、**水痘・帯状疱疹ウイルス**の感染によって起こる。4：梅毒は、**梅毒トレポネーマ**が病原体である。
454,臨床医学各論,12,第28回,問題68,1 感染症,C. ウイルス感染症,帯状疱疹について正しいのはどれか。,1. 抗ウイルス薬が有効である。,2. 発疹は両下肢に好発する。,3. コプリック斑が出現する。,4. 小児期に発症する。,1,帯状疱疹は水痘帯状疱疹ウイルスを原因として、皮膚の痛み、発赤、斑点、帯状の水疱が出現する。2：**上半身**に好発し、軽症の場合は抗ヘルペス薬の外用が行われるが、原則的には1：**抗ウイルス薬**の全身投与が選択される。小児期の初感染は水痘として発症し、その後は潜伏感染するため、4：**加齢**や免疫力の低下により再発したものが帯状疱疹とされる。3：コプリック斑は麻しんウイルスの感染後、病初期に頬粘膜に出現する。
455,臨床医学各論,13,第29回,問題67,1 感染症,C. ウイルス感染症,感染症について正しいのはどれか。,1. 風疹は「三日ばしか」と言われる。,2. 日本脳炎はネズミの媒介によって感染する。,3. 水痘は精巣炎を合併しやすい。,4. 流行性耳下腺炎は空気感染する。,1,1：麻疹は「**はしか**」、風疹は「**三日ばしか**」と言われる。2：日本脳炎はコガタアカイエカなどの**蚊**の媒介によってヒトに感染する。3：水痘の合併症として、細菌感染症、血小板減少性紫斑病、脳炎、脊髄炎、関節炎、肺炎などがみられる。4：流行性耳下腺炎はムンプスウイルスの**飛沫感染**により生じる。
456,臨床医学各論,14,第30回,問題68,1 感染症,C. ウイルス感染症,アデノウイルス感染症はどれか。,1. 流行性耳下腺炎,2. 流行性角結膜炎,3. 伝染性単核球症,4. 手足口病,2,1：流行性耳下腺炎は**ムンプスウイルス**、2：流行性角結膜炎は**アデノウイルス**、3：伝染性単核球症は**EBウイルス**、4：手足口病は**エンテロウイルス**による感染症である。
457,臨床医学各論,15,第32回,問題49,1 感染症,C. ウイルス感染症,介護保険施設でノロウイルス感染症が発生した。感染を拡大させないための対応として適切なのはどれか。,1. 感染者の居室は次亜塩素酸ナトリウムで清拭する。,2. 感染者の吐物は乾燥してから処理する。,3. 感染者が使用したリネンは60℃の加熱処理を行う。,4. 感染者が使用した食器はアルコールで消毒する。,1,"1, 4：ノロウイルスはアルコールに対して抵抗力があるため、**次亜塩素酸ナトリウム**を用いた消毒を行う。2：乾燥すると空中に漂うことで感染リスクとなるため、感染者の吐物は**乾燥する前に拭き取り**、次亜塩素酸ナトリウムで消毒を行う。3：嘔吐物や排泄物が付着したリネン等は塩素系消毒液に浸すか、**85℃以上で1分以上の加熱処理（熱水消毒）**を行い、他のものと分けて最後に洗濯する。"
458,臨床医学各論,16,第32回,問題52,1 感染症,C. ウイルス感染症,水痘の症状はどれか。,1. 耳下腺の腫脹,2. 両頬部のびまん性紅斑,3. 水疱へと進行する紅斑,4. 解熱前後の斑状丘疹性発疹,3,1：耳下腺の腫脹がみられる代表疾患は**流行性耳下腺炎**である。2：両頬部のびまん性紅斑がみられる代表的疾患は**全身性エリテマトーデス**である。3：水痘の皮疹の典型的な進行は**紅斑→丘疹→水疱→膿疱→痂皮→治癒**である。4：解熱とともに（解熱前後）斑状丘疹性発疹が生じる代表的疾患は**突発性発疹**である。
459,臨床医学各論,17,第34回,問題49,1 感染症,C. ウイルス感染症,帯状疱疹について正しいのはどれか。,1. 5類感染症である。,2. ウイルスの初回感染で起こる。,3. ワクチンによって予防が可能である。,4. 左右対称性に出現する。,3,1：初感染の**水痘**は5類感染症であるが、帯状疱疹は5類感染症ではない。2：水痘帯状疱疹ウイルスの再活性化により発症し、初感染では**水痘**となる。3：ワクチンにより発症予防や重症化予防が可能である。4：典型的な皮疹は**神経支配領域（デルマトーム）**に一致して片側性に出現する。
460,臨床医学各論,18,第27回,問題55,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,脳血管性パーキンソニズムの特徴について正しいのはどれか。,1. 手指振戦,2. 前傾前屈姿勢,3. 歯車様筋強剛,4. 歩行障害,4,パーキンソン病は、脳の黒質にある神経細胞が消失して発症する原因不明の病気で、神経変性疾患ではアルツハイマー病の次に多いとされている。脳血管障害でもよく似た症状が現れることがあり、脳血管性パーキンソニズムと呼ばれる。パーキンソン病の代表的な症状としては、1：**安静時振戦**、3：**筋固縮**、無動、姿勢保持障害が挙げられるが、多発性脳梗塞に伴って、4：**歩行障害**を主体としたパーキンソニズムを認めると、脳血管性パーキンソニズムと診断される。
461,臨床医学各論,19,第30回,問題55,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,高血圧性脳出血が最も好発する部位はどれか。,1. 被殻,2. 視床,3. 橋,4. 前頭葉,1,高血圧性脳出血の部位別頻度は①**被殻**、②視床、③**脳幹（橋）**、④皮質下、⑤**小脳**、⑥尾状核、その他である。
462,臨床医学各論,20,第30回,問題83,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,次の文で示す症例について、下記の2問に答えよ。「65歳の男性。左片麻痺と意識障害を生じた。頭部CT検査にて右被殻出血と診断され、保存的治療を受けた。リハビリテーションの評価において視覚の見落としが著明であった。」本患者の高次脳機能障害はどれか。,1. 失行,2. 注意障害,3. 記憶障害,4. 遂行機能障害,2,症例文より左片麻痺で劣位半球に病巣があるため、半側空間無視を疑うが、視覚の見落としに左右の記載がない（半側空間無視の多くは左側の無視）ため、**注意障害**を疑うのが最も妥当である。
463,臨床医学各論,21,第30回,問題84,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,適切な対応はどれか。,1. メモをとるように勧める。,2. 周囲の人が動作を促す。,3. 段差に気を付けるように指導する。,4. 同時に複数の課題をさせない。,3,注意障害は危険回避能力の低下もみられるため、片麻痺患者の段差での転倒回避を目的として3：段差に気を付けるように指導する。が最も妥当である。
464,臨床医学各論,22,第31回,問題83,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,次の文で示す症例について、下記の2問に答えよ。「68歳の女性。右利き。右片麻痺を生じ病院に救急搬送された。MRI検査にて左中脳動脈領域の脳梗塞と診断され、保存的治療を受けた。」本患者の症状で最もみられるのはどれか。,1. 失調症,2. 失語症,3. 左半側空間無視,4. 注意障害,2,症例は左脳梗塞によって右片麻痺を呈した疾患である。1：失調症（小脳失調）は脳底動脈領域の梗塞でみられる。2：言語中枢は**左脳**にあるため失語症がみられる。3：左半側空間無視は**右脳梗塞**でみられる。4：注意障害は前頭連合野の障害で生じるが機能局在に左右差はない。
465,臨床医学各論,23,第31回,問題84,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,重度の片麻痺が続いた場合に行うADL訓練として最も適切なのはどれか。,1. 箸を使った食事動作,2. 両上肢での更衣,3. 両手での洗顔,4. 利き手交換,4,右手（※前問参照）に重度の片麻痺が続いた場合の訓練と捉えるため、4：利き手交換が正しい。
466,臨床医学各論,24,第34回,問題69,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,一過性脳虚血発作について正しいのはどれか。,1. 脳卒中のひとつである。,2. 発作は24時間以内に消失する。,3. MRI検査で急性梗塞巣を認める。,4. 薬物療法は不要である。,2,1：一過性脳虚血発作は**脳卒中の前兆**である。2：症状は24時間以内に完全に消失する。3：梗塞は虚血性壊死であるため、梗塞巣は認めない。4：再発予防に薬物療法（抗血小板薬や抗凝固療法）が必要である。
467,臨床医学各論,25,第34回,問題85,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,次の症例について、下記の2問に答えよ。「66歳の男性。右前頭葉に脳出血を発症し保存治療中。身体麻痺は認められず排泄動作は自立しているが、トイレに行くこと自体を忘れて失禁することがある。」高次脳機能障害として最も考えられるのはどれか。,1. 半側空間無視,2. 遂行機能障害,3. 身体失認,4. 観念失行,2,設問文が示すのは2：**遂行機能障害**である。1：半側空間無視は**右頭頂葉**の障害でみられる。3：身体失認は自分の身体を認知できない失認で、**頭頂葉**の障害でみられる。4：観念失行は慣れているはずの動作を順序立てて行えない失行で、**頭頂葉（左角回）**の障害でみられる。
468,臨床医学各論,26,第34回,問題86,2 神経・筋疾患,A. 脳血管疾患と頭部外傷,家族が患者に行う対応として最も適切なのはどれか。,1. 本人の自主性を尊重して見守る。,2. 繰り返し口頭で指示する。,3. 手順が見える形で示して一緒に確認する。,4. 刺激を与えるため毎日予定を変える。,3,1：一見適切にみえるが、放置は不適切である。2：口頭指示のみでは不十分である。3：手順を視覚的に示し、一緒に確認することで行動を補助するのが適切である。4：環境変化は混乱を招くため適切ではない。
469,臨床医学各論,27,第28回,問題79,2 神経・筋疾患,B. 感染性疾患,次の文で示す症例について、下記の2問に答えよ。「60歳の男性。高血圧にて内服加療中。2日前から38℃の発熱、昨日から嘔吐と頭部全体の痛みがある。意識レベルはJCSでⅠ-1、血圧は178/90mmHgである。」最も考えられる疾患はどれか。,1. 高血圧性脳症,2. 髄膜炎,3. 群発頭痛,4. 小脳出血,2,症例は発熱、嘔吐、頭痛、意識レベルの若干の低下、収縮期血圧の上昇から2：**髄膜炎**が最も疑われる。1：高血圧脳症では一般的に180/110mmHg以上の異常高血圧を呈する。3：群発頭痛は周期的に激烈な頭痛が特徴である。4：小脳出血は頭痛の他、嘔気や眩暈、身体バランス・歩行機能の低下などが見られ、重度の意識障害を呈する。
470,臨床医学各論,28,第28回,問題80,2 神経・筋疾患,B. 感染性疾患,本症例で確認すべき所見はどれか。,1. ケルニッヒ徴候,2. ホルネル徴候,3. バレー徴候,4. ロンベルグ徴候,1,前問から、本症では1：**ケルニッヒ徴候**が陽性となる。2：ホルネル徴候は交感神経遠心路の障害、3：バレー徴候は錐体路障害、4：ロンベルグ徴候は脊髄後索の障害で陽性となる。
471,臨床医学各論,29,第25回,問題77,2 神経・筋疾患,D. 変性疾患,次の文で示す症例について、下記の2問に答えよ。「78歳の男性。手がふるえ、動作が緩慢で、表情がなく、前かがみになりやすく、筋肉がこわばる。」本症例でみられる症状と所見の組合せで正しいのはどれか。,1. 手がふるえる ―― 企図振戦,2. 表情がない ―― 満月様顔貌,3. 前かがみになる ―― 起坐位,4. 筋肉がこわばる ―― 固縮,4,本症例は**パーキンソン病**を示唆しており、**安静時振戦**、4：**筋固縮**、無動、寡動（**動作緩慢**）、姿勢反射障害（前傾姿勢、**小刻み歩行**）がみられ、**仮面様顔貌**となる。1：**企図振戦**は脊髄小脳変性症でみられ、2：**満月様顔貌**は、クッシング症候群やステロイドの長期、大量使用によって起こる。3：**起坐位**は、慢性閉塞性肺疾患（COPD）などの呼吸器疾患でみられる。
472,臨床医学各論,30,第25回,問題78,2 神経・筋疾患,D. 変性疾患,本症例の原因で適切なのはどれか。,1. 錐体路障害,2. 炎症性脱髄,3. ドパミン欠乏,4. アセチルコリン受容体障害,3,**パーキンソン病**では、神経伝達物質の一つである3：ドパミンが**減少**し、**アセチルコリンが増加**する。
473,臨床医学各論,31,第28回,問題56,2 神経・筋疾患,D. 変性疾患,次の文で示す症例に対する歩行介助で最も適切なのはどれか。「58歳の男性。2年前から右手の振戦が出現、後に動作が緩慢になってきた。急に狭くなる場所では足が前に出ない。」,1. 静かに見守る。,2. 積極的に会話する。,3. 速いテンポの音楽を流す。,4. メトロノームでリズムをとる。,4,手指の**振戦**、**動作緩慢**、狭い場所での**歩行困難**を呈することからパーキンソン病が疑われる。運動症状としてはこの他、**筋強剛**、**無動・寡動**、**姿勢反射障害**などが見られる。これらに起因して歩行障害を呈し、狭い場所での移動や方向転換が難しくなるため、付き添いや4：**メトロノームでリズムをとる**、歩行リズムの声掛け、目印の設定、杖などの道具を使っての介助が適切である。
474,臨床医学各論,32,第30回,問題54,2 神経・筋疾患,D. 変性疾患,パーキンソン病で振戦が最も起こりやすいのはどれか。,1. 字を書くとき,2. じっとしているとき,3. 何か物を取ろうとするとき,4. からだの前で手を保持するとき,2,パーキンソン病で特徴的な振戦は**安静時振戦**（2：じっとしているとき）である。1：字を書くとき、3：何か物を取ろうとするときに生じるのは**企図振戦**で、主に小脳疾患で生じる。4：からだの前で手を保持するときに生じるのは**姿勢時振戦**で、代表的なものは生理的振戦、本態性振戦である。アルコール多数飲者にもみられることがある。
475,臨床医学各論,33,第32回,問題85,2 神経・筋疾患,D. 変性疾患,次の文で示す症例について、下記の2問に答えよ。「60歳の女性。数年前から左手の振戦を生じ、次第ですくみ足、寡動を認めるようになり、近医にて診断を受け、投薬が開始された。」最もよくみられる症候はどれか。,1. 仮面様顔貌,2. 測定障害,3. 眼瞼下垂,4. 痙縮,1,振戦、すくみ足、寡動、年齢及び性別などから**パーキンソン病**を疑う症例である。パーキンソン病に最もよくみられる症候は1：仮面様顔貌である。2：測定障害は小脳障害や深部感覚障害などでみられる。3：眼瞼下垂は動眼神経障害やホルネル症候群、重症筋無力症などでみられる。4：痙縮は**錐体路系**の障害でみられる。パーキンソン病は代表的な**錐体外路系**の疾患で**固縮（筋強剛）**がみられる。
476,臨床医学各論,34,第32回,問題86,2 神経・筋疾患,D. 変性疾患,歩行障害に対するリハビリテーションとして最も適切なのはどれか。,1. 歩行速度を上げるように指示する。,2. メトロノームを用いた訓練を行う。,3. 継ぎ足歩行をさせる。,4. 坂道での訓練を行う。,2,パーキンソン病の歩行障害に対して**外発性の合図（リズム音や棒またぎ）**を用いた訓練が有用とされているため、2：メトロノームを用いた訓練（リズム音）を行うのが適切である。
477,臨床医学各論,35,第33回,問題69,2 神経・筋疾患,D. 変性疾患,パーキンソン病でよくみられるのはどれか。,1. 下痢,2. 発汗低下,3. 唾液減少,4. 起立性低血圧,4,パーキンソン病では主症状として**安静時振戦**、**無動**、**姿勢反射障害**、**筋強剛（固縮）**がみられる。その他、自律神経症状として1：**便秘**、2：**脂漏性皮膚炎（青顔）**、3：**流涎（唾液分泌亢進）**、4：起立性低血圧がみられ、精神症状として抑うつや睡眠障害などもみられる。
478,臨床医学各論,36,第34回,問題51,2 神経・筋疾患,D. 変性疾患,脳性麻痺について正しいのはどれか。,1. 脳の進行性病変に基づく障害である。,2. 病型は失調型が最も多い。,3. 精神発達遅滞と麻痺の程度は無関係である。,4. ボツリヌス毒素治療の適応とはならない。,3,1：「受胎から**新生児期（生後4週間以内）**までの間に生じた**脳の非進行性病変**に基づく、**永続的ななし直し変化しうる運動および姿勢の異常**である。その症状は**満2歳**までに発現する。進行性疾患や一過性運動障害または将来正常化するであろうと思われる運動発達遅延は除外する。」2：**痙直型**が最も多い。3：精神発達遅滞を合併することが多いが、麻痺の程度とは無関係である。4：痙縮軽減のためボツリヌス毒素治療が用いられる。
479,臨床医学各論,37,第27回,問題72,2 神経・筋疾患,E. 認知症,認知症の症状とその原因となる病態の組合せで正しいのはどれか。,1. トイレ以外で放尿する ―― 失行,2. テレビのリモコンが使えない ―― 失認,3. 「財布がない」と大騒ぎをする ―― 記銘力障害,4. 料理ができない ―― 見当識障害,3,1：**失行**とは、運動可能であるにもかかわらず合目的な運動ができない状態をいう。2：**失認**とは、視力、聴力、感覚、記憶に問題がないのに見た物、聞いた物、触った物が何であるか分からない状態をいう。3：**記銘力障害**とは、新しく体験したことを覚える能力、過去に体験したことを保持する能力の障害をいう。見当識とは自分が置かれている状況を認識する能力をいい、4：**見当識障害**はこの能力が障害された状態である。
480,臨床医学各論,38,第27回,問題77,2 神経・筋疾患,E. 認知症,次の文で示す症例について、下記の2問に答えよ。「80歳の男性。1年前から夜間に人や子どもが見え、本当に人がいるように話しかけることもある。半年前から次第に動作が鈍くなってきた。最近は物忘れも出現している。」本症例で動作が鈍くなってきた原因として正しいのはどれか。,1. 下肢筋力の低下,2. 歩行失行,3. パーキンソニズム,4. 深部感覚障害,3,3：**パーキンソニズム**は、動作緩慢、筋強剛、振戦、姿勢保持障害が挙げられる。本症例の動作が鈍くなってきた原因として、3：**パーキンソニズム**が考えられる。
481,臨床医学各論,39,第27回,問題78,2 神経・筋疾患,E. 認知症,本症例でさらに確認すべき症状はどれか。,1. 物盗られ妄想,2. 認知機能の日内変動,3. 症状の階段状の悪化,4. 欲動的な行動,2,レビー小体型認知症は、「2：**認知機能の日内変動**」「繰り返される具体的な幻視」「認知機能低下に先行するレム睡眠行動異常症」「パーキンソニズム」の4つの症状が中核的特徴である。
482,臨床医学各論,40,第29回,問題54,2 神経・筋疾患,E. 認知症,症状の階段状悪化がよくみられるのはどれか。,1. 前頭側頭型認知症,2. レビー小体型認知症,3. 血管性認知症,4. アルツハイマー型認知症,3,3：血管性認知症は階段状の増悪が特徴的である。1：前頭側頭型認知症、2：レビー小体型認知症、4：アルツハイマー型認知症は緩徐に進行する疾患である。
483,臨床医学各論,41,第31回,問題62,2 神経・筋疾患,E. 認知症,アルツハイマー病の症状で正しいのはどれか。,1. まだら認知症,2. 物盗られ妄想,3. はぐらかし対応,4. パーキンソン症状,2,1：まだら認知症は**脳血管性**認知症に特徴的な症状である。2：物盗られ妄想は**アルツハイマー病**に特徴的な症状である。3：はぐらかし対応は**ピック病**に特徴的な症状である。4：パーキンソン症状は**レビー小体型**認知症に特徴的な症状である。
484,臨床医学各論,42,第32回,問題50,2 神経・筋疾患,E. 認知症,アルツハイマー病で正しいのはどれか。,1. ラクナ梗塞の多発により発症する。,2. アミロイドβ蛋白質が蓄積する。,3. 初期には記銘力障害はみられない。,4. MRI検査では前頭葉の萎縮が特徴的である。,2,1：ラクナ梗塞の多発で発症するのは**血管性認知症**である。2：大脳皮質に**アミロイドβタンパク**が蓄積した**老人斑**が認められる。3：初期から記憶（記銘力含む）障害がみられる。4：MRI検査では**海馬や側頭葉を中心とした大脳皮質**の萎縮が特徴的である。
485,臨床医学各論,43,第33回,問題58,2 神経・筋疾患,E. 認知症,アルツハイマー病の初期にみられるのはどれか。,1. 幻視,2. 記憶障害,3. てんかん発作,4. 反社会的行動,2,1：幻視は**レビー小体型認知症**してみられる。2：アルツハイマー病の初期には記憶に限定した障害（記憶障害）がみられる。3：てんかん発作は様々な**脳障害**でみられるが、アルツハイマー病の初期にはみられない。4：反社会的行動や人格変化は**ピック病**でみられる。
486,臨床医学各論,44,第33回,問題68,2 神経・筋疾患,E. 認知症,病初期から人格障害がよくみられるのはどれか。,1. 脳血管性認知症,2. 前頭側頭型認知症,3. アルツハイマー病,4. レビー小体型認知症,2,【解説】**前頭葉**の障害で人格障害がみられやすい。1：脳血管性認知症では人格は保たれる。2：前頭側頭型認知症では病初期から人格障害（**脱抑制**、**感情鈍麻**、**自発性の低下**など）がみられる。3：アルツハイマー病では晩期に人格障害がみられる。4：レビー小体型認知症では晩期に人格障害がみられる。
487,臨床医学各論,45,第34回,問題70,2 神経・筋疾患,E. 認知症,レビー小体型認知症に最も特徴的なのはどれか。,1. 近所の散歩中に迷子になる。,2. 現実味のある幻視がみえる。,3. 物を盗まれたという妄想がある。,4. 自動販売機での切符購入が困難になる。,2,【解説】レビー小体型認知症はアルツハイマー型認知症に次いで多い認知症であり、初期には認知機能低下は目立たず、**幻視**や妄想、抑うつなどの精神症状が前景に立つ。さらに、レム睡眠行動障害やパーキンソニズム、自律神経症状などもみられる予後不良な疾患である。1：見当識障害、3：**物盗られ妄想**はアルツハイマー型認知症で多い。2：具体的で具体的な幻視が特徴である。4：遂行機能障害は他の認知症でもみられる。
488,臨床医学各論,46,第29回,問題52,2 神経・筋疾患,F. 神経筋接合部疾患・筋疾患,デュシェンヌ型筋ジストロフィーについて正しいのはどれか。,1. 女性に多い。,2. 腓腹筋の仮性肥大がみられる。,3. 血清CK値は正常である。,4. 関節拘縮のため踵足になる。,2,【解説】デュシェンヌ型筋ジストロフィーは、伴性劣性遺伝疾患で、1：**男性**に多く、2：腓腹筋の**仮性肥大**がみられる。3：筋繊維の壊死と再生を主病変とするため、**血清CK**は高値となる。4：腓腹筋の筋原性筋萎縮に伴う**尖足**がみられる。
489,臨床医学各論,47,第29回,問題53,2 神経・筋疾患,G. 運動ニューロン疾患,筋萎縮性側索硬化症に特徴的なのはどれか。,1. 膀胱直腸障害,2. 褥瘡,3. 嚥下障害,4. 眼球運動障害,3,【解説】筋萎縮性側索硬化症では**下位運動ニューロン障害**と**上位運動ニューロン障害**がみられる。四大陰性症状（みられない症状）として1：**膀胱直腸障害**、2：**褥瘡**、4：**眼球運動障害**、**感覚障害**が挙げられる。3：嚥下障害は球麻痺・仮性球麻痺症状としてみられる。
490,臨床医学各論,48,第30回,問題53,2 神経・筋疾患,G. 運動ニューロン疾患,筋萎縮性側索硬化症によくみられるのはどれか。,1. 感覚障害,2. 眼球運動障害,3. 膀胱直腸障害,4. 筋線維束性れん縮,4,【解説】筋萎縮性側索硬化症では4：**筋線維束性れん縮**がみられる。1：**感覚障害**、2：**眼球運動障害**、3：**膀胱直腸障害**、**褥瘡**は四大陰性症状であり、筋萎縮性側索硬化症ではみられない。
491,臨床医学各論,49,第33回,問題70,2 神経・筋疾患,G. 運動ニューロン疾患,筋萎縮性側索硬化症によくみられるのはどれか。,1. 膀胱直腸障害,2. 眼球運動障害,3. 嚥下障害,4. 褥瘡,3,【解説】筋萎縮性側索硬化症（ALS）では**上位・下位運動ニューロン障害**の他に、球麻痺症状として3：**嚥下障害**、**構音障害**、**舌萎縮**などがみられる。ALSでみられない症状（四大陰性症状）として1：**膀胱直腸障害**、2：**眼球運動障害**、4：**褥瘡**、**他覚的感覚障害**がある。
492,臨床医学各論,50,第27回,問題56,2 神経・筋疾患,I. 末梢神経疾患,ラムゼイハント症候群の治療薬はどれか。,1. 免疫抑制薬,2. 抗菌薬,3. 抗ウイルス薬,4. 非ステロイド性抗炎症薬,3,【解説】ラムゼイハント症候群とは、水痘帯状疱疹ウイルスを原因として、顔面神経麻痺に難聴、めまい、耳鳴り、外耳炎を合併した疾患である。治療としては、ステロイドホルモン剤と3：**抗ウイルス薬**による薬物治療を行う。
493,臨床医学各論,51,第28回,問題55,2 神経・筋疾患,I. 末梢神経疾患,次の文で示す症例の確定診断のために最も重要な検査はどれか。「25歳の男性。10日前に上気道炎に罹患、3日前から両下肢の粗大筋力が低下、後に両上肢へと進展した。」,1. 頸椎MRI検査,2. 末梢神経伝導速度検査,3. 血中CK値測定,4. 遺伝子検査,2,【解説】上気道炎後に起こる四肢筋力は、ギラン・バレー症候群による末梢神経障害が疑われることから、2：**末梢神経伝導速度検査**や髄液検査、血中抗ガングリオシド抗体の測定などが確定診断のために重要となる。本症では、対称性の四肢筋力低下の他、四肢の感覚障害が出現することもあり、重症例では嚥下障害や呼吸障害を呈するケースもあり、顔面神経麻痺や眼球運動障害などの脳神経障害を合併することもある。
